83.006,67.059,1.2378055145468916,6127.5,1
83.006,67.059,1.2378055145468916,6017.0,1
81.506,68.092,1.1969981789343829,5984.5,1
83.006,67.059,1.2378055145468916,5992.0,1
83.006,67.059,1.2378055145468916,5993.0,1
83.006,67.059,1.2378055145468916,5983.0,1
83.006,67.059,1.2378055145468916,5987.5,1
81.506,68.092,1.1969981789343829,5977.5,1
81.506,68.092,1.1969981789343829,5965.5,1
81.506,68.092,1.1969981789343829,5979.5,1
81.506,68.092,1.1969981789343829,5976.5,1
81.506,68.092,1.1969981789343829,5969.5,1
81.506,68.092,1.1969981789343829,5966.5,1
81.506,68.092,1.1969981789343829,5961.5,1
81.506,68.092,1.1969981789343829,5953.5,1
81.506,68.092,1.1969981789343829,5958.0,1
81.506,68.092,1.1969981789343829,5966.5,1
81.506,68.092,1.1969981789343829,5969.0,1
81.506,68.092,1.1969981789343829,5961.0,1
81.506,68.092,1.1969981789343829,5960.5,1
81.506,68.092,1.1969981789343829,5963.5,1
81.506,68.092,1.1969981789343829,5962.5,1
81.506,68.092,1.1969981789343829,5959.5,1
81.506,68.092,1.1969981789343829,5964.5,1
81.506,68.092,1.1969981789343829,5960.5,1
81.506,68.092,1.1969981789343829,5960.5,1
81.506,68.092,1.1969981789343829,5967.0,1
81.506,68.092,1.1969981789343829,5967.0,1
81.506,68.092,1.1969981789343829,5975.0,1
81.506,68.092,1.1969981789343829,5966.5,1
81.506,68.092,1.1969981789343829,5962.5,1
81.506,68.092,1.1969981789343829,5969.5,1
81.506,68.092,1.1969981789343829,5970.0,1
81.506,68.092,1.1969981789343829,5960.0,1
81.506,68.092,1.1969981789343829,5968.5,1
81.506,68.092,1.1969981789343829,5959.5,1
81.506,68.092,1.1969981789343829,5968.5,1
81.506,68.092,1.1969981789343829,5970.5,1
81.506,68.092,1.1969981789343829,5961.5,1
81.506,68.092,1.1969981789343829,5966.5,1
79.506,70.032,1.1352810143934202,5956.5,1
81.515,68.591,1.1884212214430465,5932.5,1
83.012,67.059,1.2378949879956456,5884.5,1
81.506,69.09,1.1797076277319438,5948.0,1
81.54,67.607,1.2060881269691008,5931.0,1
82.512,67.092,1.2298336612412806,5875.5,1
82.012,69.072,1.1873407458883483,5926.5,1
82.039,67.626,1.213128086830509,5871.0,1
81.577,67.666,1.2055833062394703,5869.5,1
81.525,67.093,1.2151044073152193,5864.5,1
81.577,67.652,1.2058327913439366,5869.5,1
81.525,68.092,1.1972772131821654,5877.5,1
82.04,66.62,1.2314620234163915,5887.5,1
82.04,66.62,1.2314620234163915,5915.0,1
82.04,66.62,1.2314620234163915,5848.0,1
82.04,66.62,1.2314620234163915,5858.5,1
82.04,66.62,1.2314620234163915,5854.5,1
82.04,66.62,1.2314620234163915,5878.5,1
82.04,66.62,1.2314620234163915,5867.5,1
82.04,66.62,1.2314620234163915,5856.5,1
82.04,66.62,1.2314620234163915,5853.5,1
82.04,66.62,1.2314620234163915,5851.5,1
82.04,66.62,1.2314620234163915,5849.5,1
82.04,66.62,1.2314620234163915,5850.5,1
82.04,66.62,1.2314620234163915,5849.5,1
82.04,66.62,1.2314620234163915,5848.5,1
82.04,66.62,1.2314620234163915,5853.5,1
82.04,66.62,1.2314620234163915,5849.5,1
82.04,66.62,1.2314620234163915,5849.5,1
82.04,66.62,1.2314620234163915,5848.5,1
82.04,66.62,1.2314620234163915,5848.5,1
82.04,66.62,1.2314620234163915,5857.5,1
82.04,66.62,1.2314620234163915,5853.5,1
82.04,66.62,1.2314620234163915,5853.5,1
82.04,66.62,1.2314620234163915,5851.5,1
82.04,66.62,1.2314620234163915,5852.5,1
82.04,66.62,1.2314620234163915,5850.5,1
82.04,66.62,1.2314620234163915,5878.5,1
